15% increased Magnitude of Daze,提高 15% 幅度 的 眩晕
15% increased Mana Cost Efficiency,提高 15% 魔力消耗效率
15% increased Projectile Speed for Spell Skills,提高 15% 投射物速度 对 法術 技能
15% increased Stun Buildup,提高 15% 晕眩积累
15% reduced Spell Damage,降低 15% 法術 傷害
16% increased Accuracy Rating with One Handed Melee Weapons,提高 16% 命中值 使用 单手近战武器
16% increased Hazard Damage,提高 16% 危险物 傷害
18% increased Curse Magnitudes,提高 18% 诅咒 幅度s
18% increased Stun Buildup,提高 18% 晕眩积累
2% increased Skill Speed with Channelling Skills,提高 2% 技能速度 使用 引导 技能
2% increased Spell Damage per 10 Strength,提高 2% 法術 傷害 每 10 力量
20% chance for Attack Hits to apply Incision,20% 几率使 攻擊擊中 至 施加 切创
20% increased Accuracy Rating,提高 20% 命中值
20% increased Accuracy Rating while Shapeshifted,提高 20% 命中值 当 变形時
20% increased Ballista Critical Hit Chance,提高 20% 弩炮 暴擊几率
20% increased chance to inflict Ailments against Enemies with Exposure,提高 20% 几率 施加 异常状態 对 敌人 使用 曝露
20% increased Critical Damage Bonus for Attack Damage,提高 20% 暴擊傷害加成 对 攻擊 傷害
20% increased Damage against Immobilised Enemies,提高 20% 傷害 对 不可移动 敌人
20% increased Damage against Immobilised Enemies while Shapeshifted,提高 20% 傷害 对 不可移动 敌人 当 变形時
20% increased duration of Ailments you inflict against Cursed Enemies,提高 20% 持续時间 的 异常状態 你 施加 对 诅咒d 敌人
20% increased Effect of Puppet Master,提高 20% 效果 的 傀儡大师
20% increased Flammability Magnitude,提高 20% 易燃 幅度
20% increased Freeze Buildup with Empowered Attacks,提高 20% 凍结 积累 使用 强化攻擊
20% increased Hazard Duration,提高 20% 危险物 持续時间
20% increased Hinder Duration,提高 20% 緩速 持续時间
20% increased Mana Cost Efficiency,提高 20% 魔力消耗效率
20% increased Stun Buildup,提高 20% 晕眩积累
20% less Attributes,20% 总降 属性s
20% reduced Accuracy Rating,降低 20% 命中值
20% reduced Armour,降低 20% 護甲
20% reduced Hazard Damage,降低 20% 危险物 傷害
20% reduced Magnitude of Poison you inflict,降低 20% 幅度 的 中毒 你 施加
20% reduced maximum Energy Shield,降低 20% 最大 能量護盾
20% reduced Spirit Reservation Efficiency of Skills,降低 20% 精魂 保留效率 的 技能
24% increased Flammability Magnitude,提高 24% 易燃 幅度
25% increased Accuracy Rating with Spears,提高 25% 命中值 使用 矛
25% increased Attack Area Damage,提高 25% 攻擊 范围傷害
25% increased Ballista Critical Damage Bonus,提高 25% 弩炮 暴擊傷害加成
25% increased Critical Damage Bonus for Attack Damage,提高 25% 暴擊傷害加成 对 攻擊 傷害
25% increased Critical Hit Chance against Bleeding Enemies,提高 25% 暴擊几率 对 流血 敌人
25% increased Critical Hit Chance against Dazed Enemies,提高 25% 暴擊几率 对 眩晕d 敌人
25% increased Daze Duration,提高 25% 眩晕 持续時间
25% increased Magnitude of Poison you inflict,提高 25% 幅度 的 中毒 你 施加
25% increased Reservation Efficiency of Companion Skills,提高 25% 保留效率 的 伙伴 技能
25% increased Stun Threshold while Channelling,提高 25% 晕眩阈值 当 引导
25% less Magnitude of Shock you inflict,25% 总降 幅度 的 感電 你 施加
25% reduced Armour Break taken,降低 25% 破甲 承受
25% reduced Curse Duration,降低 25% 诅咒 持续時间
25% reduced Poison Duration,降低 25% 中毒 持续時间
25% reduced Reservation Efficiency of Minion Skills,降低 25% 保留效率 的 召喚生物 技能
25% reduced Spirit,降低 25% 精魂
3% chance to gain Volatility on Kill,3% 几率 獲得 易变 擊败時
3% increased Attack Speed if you've dealt a Critical Hit Recently,提高 3% 攻擊速度 若你已 造成 a 暴擊 近期
3% increased Attack Speed with Spears,提高 3% 攻擊速度 使用 矛
3% increased Attributes,提高 3% 属性s
3% increased Curse Magnitudes,提高 3% 诅咒 幅度s
3% increased Evasion Rating per 10 Intelligence,提高 3% 闪避值 每 10 智慧
3% increased Skill Speed with Channelling Skills,提高 3% 技能速度 使用 引导 技能
30% increased Archon Buff duration,提高 30% 执政官增益 持续時间
30% increased Armour while Bleeding,提高 30% 護甲 当 流血
30% increased Block chance,提高 30% 格擋几率
30% increased Block chance while Surrounded,提高 30% 格擋几率 当 被包围
30% increased Exposure Effect,提高 30% 曝露 效果
30% increased Flammability Magnitude,提高 30% 易燃 幅度
30% increased Hazard Duration,提高 30% 危险物 持续時间
30% increased Magnitude of Ailments you inflict,提高 30% 幅度 的 异常状態 你 施加
30% increased Magnitude of Poison you inflict,提高 30% 幅度 的 中毒 你 施加
30% increased Physical Damage while Shapeshifted,提高 30% 物理傷害 当 变形時
30% increased Stun Buildup,提高 30% 晕眩积累
30% of Damage taken Recouped as Life while Channelling,30% 的 傷害 承受 補償為生命 当 引导
30% reduced Accuracy Rating while Surrounded,降低 30% 命中值 当 被包围
35% increased Stun Buildup,提高 35% 晕眩积累
4% chance for Spell Skills to fire 2 additional Projectiles,4% 几率使 法術 技能 至 發射 2 額外 投射物
4% increased Block chance,提高 4% 格擋几率
4% increased Spirit,提高 4% 精魂
40% chance for Attack Hits to apply Incision,40% 几率使 攻擊擊中 至 施加 切创
40% increased Armour while Shapeshifted,提高 40% 護甲 当 变形時
40% increased Charm Effect Duration,提高 40% 護符效果持续時间
40% increased Critical Damage Bonus with One Handed Melee Weapons,提高 40% 暴擊傷害加成 使用 单手近战武器
40% increased Flammability Magnitude,提高 40% 易燃 幅度
40% increased Hazard Damage,提高 40% 危险物 傷害
40% increased Reservation Efficiency of Minion Skills,提高 40% 保留效率 的 召喚生物 技能
5% chance to gain Volatility on Kill,5% 几率 獲得 易变 擊败時
5% increased Accuracy Rating,提高 5% 命中值
5% increased Block chance,提高 5% 格擋几率
5% increased Magnitude of Ailments you inflict,提高 5% 幅度 的 异常状態 你 施加
5% increased Mana Cost Efficiency,提高 5% 魔力消耗效率
5% reduced Attack Speed,降低 5% 攻擊速度
5% reduced Projectile Speed for Spell Skills,降低 5% 投射物速度 对 法術 技能
50% increased Armour while Bleeding,提高 50% 護甲 当 流血
50% increased Armour while Ignited,提高 50% 護甲 当 點燃d
50% increased Damage against Immobilised Enemies while Shapeshifted,提高 50% 傷害 对 不可移动 敌人 当 变形時
50% increased Damage with Hits against Frozen Enemies,提高 50% 傷害 使用 擊中 对 凍结 敌人
50% increased effect of Incision,提高 50% 效果 的 切创
50% increased Fire Damage while Ignited,提高 50% 火焰傷害 当 點燃d
50% increased Flammability Magnitude,提高 50% 易燃 幅度
50% increased Hazard Area of Effect,提高 50% 危险物 效果范围
50% increased Stun Threshold while Channelling,提高 50% 晕眩阈值 当 引导
50% increased Surrounded Area of Effect,提高 50% 被包围 效果范围
50% less Poison Duration,50% 总降 中毒 持续時间
50% reduced Armour Break taken,降低 50% 破甲 承受
6% chance for Spell Skills to fire 2 additional Projectiles,6% 几率使 法術 技能 至 發射 2 額外 投射物
6% increased Accuracy Rating,提高 6% 命中值
6% increased Attack Area Damage,提高 6% 攻擊 范围傷害
6% increased Ballista Critical Damage Bonus,提高 6% 弩炮 暴擊傷害加成
6% increased Block chance,提高 6% 格擋几率
6% increased Curse Magnitudes,提高 6% 诅咒 幅度s
6% increased Magnitude of Poison you inflict,提高 6% 幅度 的 中毒 你 施加
6% reduced Charm Charges used,降低 6% 護符充能 使用
60% increased Flammability Magnitude,提高 60% 易燃 幅度
60% increased Stun Threshold while Channelling,提高 60% 晕眩阈值 当 引导
7% increased Attributes,提高 7% 属性s
7% increased Exposure Effect,提高 7% 曝露 效果
8% increased Accuracy Rating,提高 8% 命中值
8% increased Accuracy Rating with One Handed Melee Weapons,提高 8% 命中值 使用 单手近战武器
8% increased Archon Buff duration,提高 8% 执政官增益 持续時间
8% increased Attack Area Damage,提高 8% 攻擊 范围傷害
8% increased Attack Cold Damage,提高 8% 攻擊 冰霜傷害
8% increased Block chance,提高 8% 格擋几率
8% increased Mana Cost Efficiency,提高 8% 魔力消耗效率
8% increased Projectile Speed for Spell Skills,提高 8% 投射物速度 对 法術 技能
8% increased Reservation Efficiency of Companion Skills,提高 8% 保留效率 的 伙伴 技能
8% increased Spirit,提高 8% 精魂
80% increased Flammability Magnitude,提高 80% 易燃 幅度
80% reduced Grenade Damage,降低 80% 榴弹 傷害
Companions have +12% to all Elemental Resistances,伙伴s 有 +12% 至 所有 元素抗性
Companions have +30% to all Elemental Resistances,伙伴s 有 +30% 至 所有 元素抗性
Companions have +30% to Chaos Resistance,伙伴s 有 +30% 至 混沌抗性
Companions have 10% increased Attack Speed,伙伴s 有 提高 10% 攻擊速度
Companions have 20% increased Movement Speed,伙伴s 有 提高 20% 移动速度
Companions have 6% increased Attack Speed,伙伴s 有 提高 6% 攻擊速度
Companions have 8% increased Movement Speed,伙伴s 有 提高 8% 移动速度
Empowered Attacks have 50% increased Stun Buildup,强化攻擊 有 提高 50% 晕眩积累
Enemies you Curse have -3% to Chaos Resistance,敌人 你 诅咒 有 -3% 至 混沌抗性
Gain Combo from all Attack Hits,獲得 連擊 来自 所有 攻擊擊中
Maximum Block chance is 75%,最大 格擋几率 為 75%
Maximum Volatility is 30,最大 易变 為 30
Minions cause 15% increased Stun Buildup,召喚生物s 造成 提高 15% 晕眩积累
Minions have 15% reduced Attack Speed,召喚生物s 有 降低 15% 攻擊速度
Minions have 25% increased Evasion Rating,召喚生物s 有 提高 25% 闪避值
Remnants you create have 10% increased effect,殘餘s 你 产生 有 提高 10% 效果
Remnants you create have 50% increased effect,殘餘s 你 产生 有 提高 50% 效果
Toxic Sludge,劇毒污泥
Hidden Forms,隱秘形態
Dizzying Sweep,暈眩橫掃
Draiocht Cleansing,德魯伊淨化
Hollow Form Technique,空洞形態技法
Dimensional Weakspot,維度弱點
Varashta's Intuition,瓦拉什塔的直覺
Engineered Blaze,工程烈焰
Powerful Casting,強力施法
Elemental Threshold,元素閾值
Vale Dweller,谷地居民
Left Ventricle,左心室
Converging Paths,匯聚之路
Parry Area,格擋反擊範圍
First Sting,初刺
Dangerous Blossom,危險綻放
Encompassing Domain,包羅領域
Trusted Partner,可信夥伴
Flesh Withstands,血肉堅忍
Brinerot Ferocity,海盜狂怒
Hollow Resonance Technique,空洞共鳴技法
Hollow Focus Technique,空洞專注技法
Fortified Aegis,強化庇護
Phased Form,相位形態
Sacred Unity,神聖團結
Runic Meridians,符文經絡
Lead by Example,以身作則
Martial Adept,武藝熟手
Mutewind Agility,啞風敏捷
Idolatry,偶像崇拜
Martial Master,武藝大師
Unaffected by Elemental Weakness,不受元素要害影響
You cannot be Electrocuted,你不會被電刑
Flasks do not recover Life,藥劑不會回復生命
Life Flask Charges,生命藥劑充能
Sustainable Practices,可持續實踐
Fast Acting Toxins,速效毒素
Incessant Cacophony,無盡雜音
Efficient Killing,高效殺戮
Internal Layer,內在層
Herald Reservation,捷光保留
Shield Block,盾牌格擋
Dagger Speed,匕首速度
Natural Immunity,自然免疫
Life Flasks,生命藥劑
Lust for Power,力量渴望
Thorns,荊棘
Cooldown Recovery Rate,冷卻回復率
Illuminated Crown,輝光王冠
Oracle,先知
Flare,閃焰
Comradery,同袍情誼
Constricting,緊縛
8% increased Reservation Efficiency of Herald Skills,8% 提高 保留效率 的 捷光技能
16% increased Attack Damage against Rare or Unique Enemies,16% 提高 攻擊傷害 对 稀有或传奇敵人
Invocated skills have 30% increased Maximum Energy,祈喚技能 有 30% 提高 最大能量
15% increased Cooldown Recovery Rate for Grenade Skills,15% 提高 冷却回复率 弗或 榴弹技能
+30% of Armour also applies to Fire Damage,+30% 的 護甲 也套用于 火焰傷害
Gain 8% of Damage as Extra Damage of a random Element while Shapeshifted,获得 8% 的 傷害 作为 額外 傷害 的 阿 随机一种元素 当 斯赫阿普厄斯赫伊弗特厄德
Armour applies to Elemental Damage and Deflection,護甲套用于元素傷害与偏轉
Armour and Slow Effect on You,護甲和你身上的緩速效果
Bond of the Ape,猿之羁绊
Minions have 25% increased Cooldown Recovery Rate for Command Skills,召喚生物 有 25% 提高 冷却回复率 弗或 号令技能
Companions gain added Attack damage equal to 60% of your main hand Weapon's damage,伙伴 格阿伊恩 附加 阿特特阿克凱 德阿姆阿格厄 等于 60% 的 你的 主手武器'斯 德阿姆阿格厄
"8% increased Armour, Evasion and Energy Shield while Channelling",8% 提高 護甲、閃避与能量護盾 当 引导
12% increased Armour and Evasion Rating,12% 提高 護甲与閃避值
6% increased bonuses gained from Equipped Quiver,6% 提高 加成 格阿伊恩厄德 来自 已装备箭袋
25% increased Area of Effect if you've Stunned an Enemy with a Two Handed Melee Weapon Recently,25% 提高 效果范围 若你已 晕眩 阿恩 敵人 使用 阿 雙手近戰武器 近期
Recover 2% of maximum Life and Mana when you use a Warcry,回复 2% 的 最大 生命和魔力 当你使用 阿 沃阿爾克爾伊
"15% increased Armour, Evasion and Energy Shield from Equipped Shield",15% 提高 護甲、閃避与能量護盾 来自 已装备盾牌
"10% increased Stun Threshold for each time you've been Hit by an Enemy Recently, up to 100%","10% 提高 晕眩阈值 每次 特伊姆厄 你'維厄 布厄厄恩 赫伊特 布伊 阿恩 敵人 近期, 乌普 至 100%"
5% chance to Daze on Hit,5% 几率 眩晕 擊中時
Bond of the Cat,猫之羁绊
Remove a Curse after Channelling for 2 seconds,移除 阿 克乌爾斯厄 之後 引导 弗或 2 秒
10% chance to create an additional Remnant,10% 几率 克爾厄阿特厄 阿恩 阿德德伊特伊奥恩阿勒 殘余
20% increased Parry Range,20% 提高 招架范围
Grants Skill: Hollow Form,获得技能： 赫奥勒勒奥沃 弗或米
Knight of Tarcus,塔库斯骑士
15% increased Glory generation,15% 提高 荣耀生成
3% increased Fire Damage per Endurance Charge consumed Recently,3% 提高 火焰傷害 每 耐力球 消耗 近期
Energy Shield and Armour applies to Elemental Damage Hits,能量護盾和護甲套用于元素擊中傷害
Minions have 5% increased Attack and Cast Speed,召喚生物 有 5% 提高 阿特特阿克凱 和 克作为特 斯普厄厄德
Grants Skill: Supporting Fire,获得技能： 斯乌普普或特伊恩格 弗伊爾厄
25% increased Accuracy Rating with Quarterstaves,25% 提高 阿克克乌爾阿克伊 爾阿特伊恩格 使用 長杖
"20% increased Armour, Evasion and Energy Shield",20% 提高 護甲、閃避与能量護盾
20% increased Stun Buildup with Quarterstaves,20% 提高 晕眩积累 使用 長杖
15% increased Attack Critical Hit Chance while Dual Wielding,15% 提高 攻擊暴擊几率 当 德乌阿勒 沃伊厄勒德伊恩格
25% increased Attack Damage if you have been Heavy Stunned Recently,25% 提高 攻擊傷害 若你拥有 布厄厄恩 重度晕眩 近期
25% increased Attack Damage while you have no Life Flask uses left,25% 提高 攻擊傷害 当 你 有 没有 生命藥劑使用次數 剩余
8% increased Attack and Cast Speed if you've summoned a Totem Recently,8% 提高 阿特特阿克凱 和 克作为特 斯普厄厄德 若你已 召喚 阿 圖騰 近期
25% increased Magnitude of Ailments you inflict against Marked Enemies,25% 提高 幅度 的 异常状态 你 伊恩弗勒伊克特 对 被标记 敵人
20% increased Critical Hit Chance against Marked Enemies,20% 提高 暴擊几率 对 被标记 敵人
15% increased Armour and Evasion Rating,15% 提高 護甲与閃避值
15% increased Chill and Freeze Duration on Enemies,15% 提高 克赫伊勒勒 和 弗爾厄厄兹厄 持续時间 奥恩 敵人
Gain Physical Thorns damage equal to 10% of Item Armour on Equipped Body Armour,获得 物理荆棘傷害 等于 10% 的 物品護甲 奥恩 已装备胸甲
20% increased Ballista Immobilisation buildup,20% 提高 布所有伊斯特阿 定身积累
20% increased Critical Damage Bonus if you've consumed a Power Charge Recently,20% 提高 暴擊傷害加成 若你已 消耗 阿 暴擊球 近期
Grants Skill: Time Snap,获得技能： 特伊姆厄 斯恩阿普
5% Chance to build an additional Combo on Hit,5% 几率 布乌伊勒德 阿恩 阿德德伊特伊奥恩阿勒 连擊 擊中時
Attack Damage and Companion Damage as Cold,攻擊傷害和伙伴傷害视为冰霜
Companions gain 4% Damage as extra Cold Damage,伙伴 格阿伊恩 4% 傷害 作为 額外 冰霜傷害
40% increased Damage if you've Triggered a Skill Recently,40% 提高 傷害 若你已 触发過技能 近期
Meta Skills gain 15% increased Energy,元技能 格阿伊恩 15% 提高 厄恩厄爾格伊
Enemies have Maximum Concentration equal to 30% of their Maximum Life,敵人 有 最大專注 等于 30% 的 其 最大 生命
Break enemy Concentration on Hit equal to 100% of Damage Dealt,打破敵人的 專注 擊中時 等于 100% 的 造成的傷害
Enemies regain 10% of Concentration every second if they haven't lost Concentration in the past 5 seconds,敵人 恢复 10% 的 專注 每秒 若 它们 有恩特 失去 專注 伊恩 普作为特 5 秒
Parry has 25% increased Stun Buildup,招架 有 25% 提高 晕眩积累
50% reduced Magnitude of Bleeding on You,50% 降低 幅度 的 流血 奥恩 你
20% increased Reservation Efficiency of Herald Skills,20% 提高 保留效率 的 捷光技能
20% increased speed of Recoup Effects,20% 提高 斯普厄厄德 的 補償 效果斯
Grants Skill: Moment of Vulnerability,获得技能： 姆奥姆厄恩特 的 維乌勒恩厄爾阿布伊勒伊特伊
The next Attack you use within 4 seconds after Heavy Stunning a Rare or Unique Enemy is Ancestrally Boosted,下一次 阿特特阿克凱 你 乌斯厄 在 4 秒 之後 赫厄阿維伊 斯特乌恩恩伊恩格 阿 稀有或传奇敵人 伊斯 先祖强化
Minion Damage and Command Speed,召喚生物傷害和号令速度
Minions have 8% increased Cooldown Recovery Rate for Command Skills,召喚生物 有 8% 提高 冷却回复率 弗或 号令技能
8% increased Attack Damage while moving,8% 提高 攻擊傷害 当 移動時
The Mhacha's Gift,玛哈的赠礼
"Dodging can expend up to 3 Owl Feathers, granting Primal Bounty 100% more
Empowerment effect per additional Feather expended","德奥德格伊恩格 克阿恩 厄克斯普厄恩德 乌普 至 3 猫头鹰羽毛, 格爾阿恩特伊恩格 原初恩赐 100% 总增 厄姆普奥沃厄爾姆厄恩特 效果 每 阿德德伊特伊奥恩阿勒 羽毛 消耗"
Gain Owl Feathers 50% faster,获得 猫头鹰羽毛 50% 弗作为特厄爾
Critical Hits with Daggers have a 25% chance to Poison the Enemy,克爾伊特伊克阿勒 赫伊特斯 使用 匕首 有 阿 25% 几率 中毒 敵人
+15% of Armour also applies to Lightning Damage,+15% 的 護甲 也套用于 閃电傷害
3% increased Attack Speed with Quarterstaves,3% 提高 阿特特阿克凱 斯普厄厄德 使用 長杖
15% of Spell Mana Cost Converted to Life Cost,15% 的 斯普厄勒勒 魔力消耗 轉化为 生命消耗
Gain 25% of Cold Damage as Extra Fire Damage against Frozen Enemies,获得 25% 的 冰霜傷害 作为 額外 火焰傷害 对 凍结 敵人
Banners also grant +25% to all Elemental Resistances affected targets,布阿恩恩厄爾斯 阿勒斯奥 格爾阿恩特 +25% 至 所有 元素抗性 受影响目标
30% increased penalty to Accuracy Rating at range,30% 提高 惩罚 至 阿克克乌爾阿克伊 爾阿特伊恩格 远距离時
60% increased Evasion Rating if you have Hit an Enemy Recently,60% 提高 閃避值 若你拥有 赫伊特 阿恩 敵人 近期
40% reduced Duration of Bleeding on You,40% 降低 持续時间 的 流血 奥恩 你
Meta Skills gain 20% increased Energy,元技能 格阿伊恩 20% 提高 厄恩厄爾格伊
20% more Charm Charges gained,20% 总增 克赫阿爾姆 充能 格阿伊恩厄德
10% chance to Daze on Hit,10% 几率 眩晕 擊中時
15% increased Parry Hit Area of Effect,15% 提高 招架擊中范围
3% increased Attack and Cast Speed with Elemental Skills,3% 提高 阿特特阿克凱 和 克作为特 斯普厄厄德 使用 元素技能
Attacks with One-Handed Weapons have 15% increased Chance to inflict Ailments,阿特特阿克凱斯 使用 单手武器 有 15% 提高 几率 伊恩弗勒伊克特 异常状态
Bond of the Wolf,狼之羁绊
Companions have 50% chance to gain Onslaught on Kill,伙伴 有 50% 几率 格阿伊恩 猛攻 擊败時
30% reduced Evasion Rating if you haven't been Hit Recently,30% 降低 閃避值 若你拥有恩特 布厄厄恩 赫伊特 近期
30% increased Elemental Damage if you've Chilled an Enemy Recently,30% 提高 元素傷害 若你已 冰緩 阿恩 敵人 近期
20% increased Attack Damage if you have been Heavy Stunned Recently,20% 提高 攻擊傷害 若你拥有 布厄厄恩 重度晕眩 近期
